Type of Fault,Test Pattern,Fault-Free Response
1,01001000000001000010101100001000001100100,01001000000001000010101100001000
1,01001000000001000000100100001000100100000,01001000000001000000100100001000
1,01001000000001000010100100001000100000001,01001000000001000010100100001000
1,01001000000001000010100100001000100000000,01001000000001000010100100001000
1,01001000000001000010100100001000000000001,01001000000001000010100100001000
1,01001000000001000010100100001000001100000,01001000000001000010100100001000
1,01001000000001000010100100001000001000001,01001000000001000010100100001000
1,01001000000001000010101100001000001100001,01001000000001000010101100001000
1,01001000000001000000101100001000101000001,01001000000001000000101100001000
1,01001000000001000000101100001000001100001,01001000000001000000101100001000
1,01001000000001000000101100001000000100001,01001000000001000000101100001000
1,01001000000001001010100100001000001100001,01001000000001001000101100001000
1,01001000000001001010000100001000101100101,01001000000001001010000100001000
1,00000000011001000000000000000000000000001,00000000011001100000000000000000
1,11000000000001000000000000000000000000001,11000000000011000000000000000000
1,10000100010000000000000000000000000000001,10000100010010000000000000000000
1,01000100001000000000000000000000000000000,01000100001000100000000000000000
1,01000100010001100000000000000000000000000,01000100010001000000000000000000
1,10000100001001100000000000000000000000000,10000100001011100000000000000000
1,00000000000000100000000000000000000000001,00000000000000000000000000000000
1,11000000011000100000000000000000000000001,11000000011010100000000000000000
1,00100100010000000000000000000000000000001,00100100010000100000000000000000
1,11100100010001100000000000000000000000001,11100100010011100000000000000000
1,00100100001001100000000000000000000000000,00100100001001000000000000000000
1,11100100001000000000000000000000000000000,11100100001010000000000000000000
1,10100000000000100000000000000000000000000,10100000000010100000000000000000
1,10100000011001000000000000000000000000000,10100000011011000000000000000000
1,01100000011000100000000000000000000000000,01100000011000000000000000000000
1,01100000000001000000000000000000000000000,01100000000001100000000000000000
1,00100100001001100000000001000100000000001,00100100001001110000000001000100
1,00100100010000000000000001000100000000000,00100100010000010000000001000100
1,01000100001000000000000001000100000000001,01000100001000010000000001000100
1,01000100010001100000000001000100000000001,01000100010001110000000001000100
1,01100000011000100000000001000100000000001,01100000011000110000000001000100
1,01100000000001000000000001000100000000000,01100000000001010000000001000100
1,00000000011001000000000001000100000000000,00000000011001010000000001000100
1,00000000000000100000000001000100000000000,00000000000000110000000001000100
1,10000100001000000000010001000000000000000,10000100001000010000010001000000
1,10111001100100101000101100000000101100111,10100010000000110111100000000000
1,10111011000011000000101100000000101010101,01001111000011000001101110010000
1,10111000000001001010100000000000001000000,00001000001101001000000010101110
1,10001000000001001010000100000000001000001,10001000000001001000001100000000
1,10001000000001001010100100000000001100101,10001000000001001010100100000000
1,10001000000001001010101100000000001000101,10001000000001001010101100000000
1,10001000000001001010101100000000101100101,10001000000001001010101100000000
1,10001000000001001010101100000000100000101,10001000000001001010101100000000
1,10001000000001001000101100000000101000101,10001000000001001000101100000000
1,10001000000001001000100100000000000100101,10001000000001001000100100000000
1,10001000000001001000100100000000100100101,10001000000001001000100100000000
1,10001000000001001000100100000000101100101,10001000000001001000100100000000
1,10001000000001001000100100000000101100100,10001000000001001000100100000000
1,10001000000001001000101100000000100000100,10001000000001001000101100000000
1,10001000000001001000100100000000000000000,10001000000001001000100100000000
1,10001000000001001010100100000000101100001,10001000000001001010100100000000
1,10001000000001001010100100000000001000001,10001000000001001010100100000000
1,10001000000001001010100100000000000100001,10001000000001001010100100000000
1,10001000000001001010101100000000100100000,10001000000001001010101100000000
1,10001000000001001000101100000000101100001,10001000000001001000101100000000
1,10001000000001001000101100000000101100000,10001000000001001000101100000000
1,10001000000001001000101100000000000000001,10001000000001001000101100000000
1,10001000000001001000101100000000001100000,10001000000001001000101100000000
1,10001000000001001000101100000000001000001,10001000000001001000101100000000
1,10001000000001000010101100000000001100001,10001000000001000010100100000000
1,00111001100000000100001100000000100101010,10010011001010000000000100000000
1,10110000000000000111100100000100000000110,00000010000000001110100110110111
1,00111000000010001110000000000100000100000,10101000100110000110100000000110
1,10001000000010001110000100000100001100000,10001000000010001110000100000100
1,10001000000010001110100100000100001000101,10001000000010001110100100000100
1,10001000000010001110101100000100001100101,10001000000010001110101100000100
1,10001000000010001110101100000100100100101,10001000000010001110101100000100
1,10001000000010001110101100000100101100101,10001000000010001110101100000100
1,10001000000010001110101100000100101000101,10001000000011001110101100000100
1,10001000000010001100101100000100101100101,10001000000010001100101100000100
1,10001000000010001100100100000100001100101,10001000000010001100100100000100
1,10001000000010001100100100000100101000101,10001000000010001100100100000100
1,10001000000010001100100100000100100000101,10001000000010001100100100000100
1,10001000000010001100100100000100100100101,10001000000011001100100100000100
1,10001000000010001100100100000100100000100,10001000000010001110100100000100
1,10001000000010001110101100000100001100100,10001000000010001110101100000100
1,10001000000010001100101100000100001000100,10001000000011001100101100000100
1,10001000000010001100100100000100100000000,10001000000010001100100100000100
1,10001000000010001110100100000100101000001,10001000000010001110100100000100
1,10001000000010001110100100000100101000000,10001000000010001110100100000100
1,10001000000010001110100100000100000000001,10001000000010001110100100000100
1,10001000000010001110100100000100001100000,10001000000010001110100100000100
1,10001000000010001110100100000100001000001,10001000000010001110100100000100
1,10001000000010001110100100000100001100001,10001000000011001110100100000100
1,10001000000010001110101100000100001000000,10001000000010001110101100000100
1,00011001100100101100110100000000000111001,10011010000110100010110000000000
1,00010001100011000000000000000000000000000,00010001100010000000000000000000
1,10001000100011000000000000000000000000001,10001000100010000000000000000000
1,00000000101011100000000000000000000000000,00000000101010100000000000000000
1,10011001101011100000000000000000000000001,10011001101010100000000000000000
1,10110001001011000000000000000000000000000,10110001001010000000000000000000
1,00101000001011000000000000000000000000001,00101000001010000000000000000000
1,00111001000011100000000000000000000000001,00111001000010100000000000000000
1,10100000000011100000000000000000000000001,10100000000010100000000000000000
1,10010011000011100000000000000000000000001,10010011000010100000000000000000
1,00011011001011000000000000000000000000000,00011011001010000000000000000000
1,10111011100011000000000000000000000000000,10111011100010000000000000000000
1,00110011101011100000000000000000000000001,00110011101010100000000000000000
1,00001010000011100000000000000000000000001,00001010000010100000000000000000
1,10101010101011100000000000000000000000000,10101010101010100000000000000000
1,10000010001011000000000000000000000000000,10000010001010000000000000000000
1,00100010100011000000000000000000000000001,00100010100010000000000000000000
1,10110010000011100010000100000000000000000,10110010000010100010000100000000
1,00011000000011100010000100000000000000000,00011000000010100010000100000000
1,00101011000011100010000100000000000000001,00101011000010100010000100000000
1,10000001000011100010000100000000000000000,10000001000010100010000100000000
1,10111000101011100010000100000000000000000,10111000101010100010000100000000
1,10001011101011100010000100000000000000001,10001011101010100010000100000000
1,00010010101011100010000100000000000000000,00010010101010100010000100000000
1,00100001101011100010000100000000000000001,00100001101010100010000100000000
1,00000000000001000000000000000000000000000,00000000000000000000000000000000
1,00100010001001100000000000000000000000001,00100010001000100000000000000000
1,00100010100000001000000010000000000000001,00100010100001001000000010000000
1,00000000101000101000000010000000000000000,00000000101001101000000010000000
1,00100010100011000000000000000000000000001,00100010100010000000000000000000
1,00100010001010101000000010000000000000000,00100010001011101000000010000000
1,00000000101011100000000000000000000000001,00000000101010100000000000000000
1,00000000000010001000000010000000000000000,00000000000011001000000010000000
1,10000010001011000000000000000000000000001,10000010001010000000000000000000
1,10000010100001100000000000000000000000000,10000010100000100000000000000000
1,10000010001000001000000010000000000000001,10000010001001001000000010000000
1,10000010100010101000000010000000000000001,10000010100011101000000010000000
1,10100000101010001000000010000000000000000,10100000101011001000000010000000
1,10100000000011100000000000000000000000000,10100000000010100000000000000000
1,10100000101001000000000000000000000000001,10100000101000000000000000000000
1,10100000000000101000000010000000000000000,10100000000001101000000010000000
1,10001000100011000000000000000000000000001,10001000100010000000000000000000
1,00101000001011000000000000000000000000001,00101000001010000000000000000000
1,00101000100001100000000000000000000000000,00101000100000100000000000000000
1,10001000001001100000000000000000000000000,10001000001000100000000000000000
1,10001000100000001000000010000000000000000,10001000100001001000000010000000
1,10001000001010101000000010000000000000001,10001000001011101000000010000000
1,00101000001000001000000010000000000000000,00101000001001001000000010000000
1,00101000100010101000000010000000000000001,00101000100011101000000010000000
1,10101010000010001000000010000000000000000,10101010000011001000000010000000
0,00000000000011000000010000000000000000001,00000000000011000000000000000100
0,00000000000011000000000000000000010000000,00000000000011000000010000000100
0,00000000000011000000000100000000000000001,00000000000011000000000100000001
0,00000000000011000000000100000000010000000,00000000000011000000000100000001
0,00000000000011000000010100000000000000001,00000000000011000000010100000000
0,00000000000011000000010100000000010000000,00000000000011000000010100000000
0,00000000000011000000110000000000000000001,00001101000011000000100100001100
0,00000000000011000000110100000000010000000,00000101000011000000110000001001
0,00000000000011000000111000000000000000001,10010000100011000000011000000000
0,00000000000011000000001000000000010000000,00010000110011000000011100001100
0,00000001000011000000001000000000000000001,01000100000011000000100000000011
0,00000001000011000000001100000000010000000,10010100000011000000001000000011
0,00000001000011000000010000000000000000000,00000001000011000000011100000000
0,00000001000011000000010000000000010000000,00000001000011000000010000000000
0,00000001000011000000111000000000000000001,00000001100011000000111000000000
0,00000001000011000000111000000000010000000,00000001110011000000111100000000
0,00000001000011000000110100000000000000000,00000001000011000000110100000000
0,00000001000011000000110100000000010000000,00000001000011000000110100000000
0,00000001000011000000110000000000000000001,00000001000011000000110000000000
0,00000001000011000000110000000000010000000,00000001000011000000110000000000
0,00000010000011000000000000000000000000001,00000010000011000000001111100000
0,00000010000011000000001000000000010000000,00000010000011000000011111110000
0,00001010000011000000001000000000000000001,00001011000011000000100000000000
0,00001010000011000000000000000000010000000,00001011000011000000000010100000
0,00001010000011000000000100000000000000001,00001010000011000000000110000000
0,00010010111111000011100000000000101111000,10001011010001010100010000000000
0,00001011110011001100101000000100001000111,10010010110011000111101000001111
0,00001000110001001110100000000100101110100,00001000010001001100000010000100
0,10001000110001001100001100000100101000000,10001000110001001100001100000100
0,10001000110001001110100100000100000100101,10001000110001001110100100000100
0,10001000110001001110101100000100001000101,10001000110001001110101100000100
0,10001000110001001110101100000100100000101,10001000110001001110101100000100
0,10001000110001001110101100000100101100101,10001000110001001110101100000100
0,10001000110001001100101100000100001000101,10001000110001001100101100000100
0,10001000110001001100100100000100000000101,10001000110001001100100100000100
0,10001000110001001100100100000100101000101,10001000110001001100100100000100
0,10001000110001001100100100000100100000101,10001000110001001100100100000100
0,10001000110001001110100100000100100100100,10001000110001001110100100000100
0,10001000110001001110101100000100001000100,10001000110001001110101100000100
0,10001000110001001100100100000100000000001,10001000110001001100100100000100
0,10001000110001001110100100000100101100001,10001000110001001110100100000100
0,10001000110001001110100100000100100000000,10001000110001001110100100000100
0,10001000110001001110100100000100000100001,10001000110001001110100100000100
0,10001000110001001110100100000100001100000,10001000110001001110100100000100
0,10001000110001001110100100000100001000001,10001000110001001110100100000100
0,10001000110001001110101100000100001000000,10001000110001001110101100000100
0,10001000110001001100101100000100100100001,10001000110001001100101100000100
0,10001000110001001100101100000100001000001,10001000110001001100101100000100
0,10001000110001001100101100000100000100001,10001000110001001100101100000100
0,10001000110001000110100100000100001100101,10001000110001000100101100000100
1,00000011000000000101000000000000000000001,00000011000000000101000000000000
1,00000011000000000101000000000000001000000,00000011000000000101000000000000
1,00000000000000000101000001000100000000000,00000000000000000101000001000100
1,00000000000000000101000001000100001000000,00000000000000000101000001000100
1,00000011000000000101010001000000001000001,00000011000000000101010001000000
1,00000011000000000101010000000100000000000,00000011000000000101010000000100
1,00000011000000000101010000000100001000000,00000011000000000101010000000100
1,00000000000000000101010001000000000000001,00000000000000000101010001000000
1,00000000000000000101010001000000001000000,00000000000000000101010001000000
1,00000000000000000101010000000100001000001,00000000000000000101010000000100
1,00000000000000100101010001010100000000000,00000000000000100101010001010100
1,00000000000000100101010001010100001000000,00000000000000100101010001010100
1,00000011000000100101010001010100001000001,00000011000000100101010001010100
1,00000011000000100101000001010000001000001,00000011000000100101000001010000
1,00000000000000100101010000010000001000001,00000000000000100101010000010000
1,00000000000000100101000000010100001000001,00000000000000100101000000010100
1,00000011000000100101010000010000001000000,00000011000000100101010000010000
1,00000011000000100101010000010000000000000,00000011000000100101010000010000
1,00000011000000000101010001010001000000000,00000011000000000101010001010001
1,00000011000000000101010001010001001000000,00000011000000000101010001010001
1,00000011000000000101010000010101001000001,00000011000000000101010000010101
1,00000011000000100101010000000001001000001,00000011000000100101010000000001
1,00000011000000100101010001000101001000000,00000011000000100101010001000101
1,00000011000000100101010001000101000000001,00000011000000100101010001000101
1,00000011000000000101000001010101000000001,00000011000000000101000001010101
1,10110001000000000000000000000011110000111,00011000000011010011101100000011
1,11100000000000000000110000000010010100001,10110000100010011100110000100000
1,00110000000000000000111100000010000100100,00110000000010000000111100000000
1,00110000000000000000011100000000110000001,00110000000001010000011100000000
1,00110000000000000000011100000010010000001,00110000000000000000011100000010
1,00110000000000000000011100000010110000000,00110000000000000000011100000010
1,00110000000000000000011100000010100000001,00110000000000000000011100000010
1,00110000000000000000011100000010110000001,00110000000000000000011100000010
1,00110000000000000000010100000010100000000,00110000000010000000010100000010
1,00110000000000000000010100000000110000001,00110000000001010000010100000000
1,00110000000000000000010100000000110000000,00110000000000000000010100000000
1,00110000000000000000010100000000010100001,00110000000000000000010100000000
1,00110000000000000000010100000000010000000,00110000000000000000010100000000
1,00110000000000000000010100000000000000001,00110000000000000000010100000000
1,00110000000000000000010100000000000100000,00110000000000000000010100000000
1,00110000000000000000011100000000000100100,00110000000000000000011100000000
1,00110000000000000000010100000000000000100,00110000000000000000010100000000
1,00110000000000000000011100000010110100100,00110000000000000000010100000010
1,00110000000000000000010100000000000100101,00110000000001000000010100000000
1,00110000000000000000010100000010110100101,00110000000001000000010100000010
1,00110000000000000000010100000010000100101,00110000000000010000010100000010
1,00110000000000000000010100000010010100101,00110000000000000000010100000010
1,00110000000000000000011100000010110100101,00110000000011010000011100000010
1,00110000000000000000011100000000010000101,00110000000001000000011100000000
1,00110000000000000000011100000000110000101,00110000000000010000011100000000
1,00000000000001101101100000001000001000001,00000000000001101101100000001000
1,00000011000001101101100010000000001000001,00000011000001101101100010000000
1,00000010000001001101100011001000001000001,00000010000001001101100011001000
1,00000001000001001101100001000000001000001,00000001000001001101100001000000
1,00000000000001101101100011000100001000001,00000000000001101101100011000100
1,00000010000001001101100000000100001000001,00000010000001001101100000000100
1,00000011000001101101100001001100001000001,00000011000001101101100001001100
1,00000001000001001101100010001100001000001,00000001000001001101100010001100
1,00000000000001101101010011001000001000001,00000000000001101101010011001000
1,00000010000001001101010011000100001000001,00000010000001001101010011000100
1,00000000000001101101010000000100001000001,00000000000001101101010000000100
1,00000010000001001101010000001000001000001,00000010000001001101010000001000
1,00000011000001101101010010001100001000001,00000011000001101101010010001100
1,00000001000001001101010010000000001000001,00000001000001001101010010000000
1,00000011000001101101010001000000001000001,00000011000001101101010001000000
1,00000001000001001101010001001100001000001,00000001000001001101010001001100
1,00000001000001101101100000010000000000000,00000001000001101101100000010000
1,00000001000001101101100011011100000000001,00000001000001101101100011011100
1,00000001000001101101100000010000001000000,00000001000001101101100000010000
1,00000001000001101101100011011100001000000,00000001000001101101100011011100
1,00000001000001101101010011010000000000000,00000001000001101101010011010000
1,00000001000001101101010011010000001000000,00000001000001101101010011010000
1,00000001000001101101010000011100000000000,00000001000001101101010000011100
1,00000001000001101101010000011100001000000,00000001000001101101010000011100
1,00000011000001001101100000011100000000001,00000011000001001101100000011100
1,00000000000001100111010001100010001000001,00000000000001100111010001100010
1,00000000000001100111001001100100001000001,00000000000001100111001001100100
1,00000000001001100111001001100010000000001,00000000001001100111001001100010
1,00000000001001100111001001100010001000000,00000000001001100111001001100010
1,00000000001001100111010001100100000000001,00000000001001100111010001100100
1,00000000001001100111010001100100001000000,00000000001001100111010001100100
1,00000000000001100111010000000100001000001,00000000000001100111010000000100
1,00000000001001100111010000000010000000001,00000000001001100111010000000010
1,00000000001001100111010000000010001000000,00000000001001100111010000000010
1,00000000001001100111001000000100000000001,00000000001001100111001000000100
1,00000000001001100111001000000100001000000,00000000001001100111001000000100
1,00000000000001100111001000000010001000001,00000000000001100111001000000010
1,00000011000001100111010001000000001000001,00000011000001100111010001000000
1,00000011000001100111001001000110001000001,00000011000001100111001001000110
1,00000011001001100111001001000000000000001,00000011001001100111001001000000
1,00000011001001100111001001000000001000000,00000011001001100111001001000000
1,00000011001001100111010001000110000000001,00000011001001100111010001000110
1,00000011001001100111010001000110001000000,00000011001001100111010001000110
1,00000011000001100111010000100110001000001,00000011000001100111010000100110
1,00000011001001100111001000100110000000001,00000011001001100111001000100110
1,00000011001001100111001000100110001000000,00000011001001100111001000100110
1,00000011000001100111001000100000001000001,00000011000001100111001000100000
1,00000011001001100111010000100000000000001,00000011001001100111010000100000
1,00000011001001100111010000100000001000000,00000011001001100111010000100000
1,00000000001001000111010000110100001000001,00000000001001000111010000110100
1,00000011000000000101000001000100001000001,00000011000000100101000001000100
1,00000000000000000101000000000000001000001,00000000000000100101000000000000
1,00000000000000100101000001010000000000001,00000000000000000101000001010000
1,00000011000000100101000000010100000000000,00000011000000000101000000010100
1,00000000000000100101000001010000001000000,00000000000000000101000001010000
1,00000011000000100101000000010100001000000,00000011000000000101000000010100
1,00000011000000100101000001000001000000000,00000011000000000101000001000001
1,00000011000000100101000001000001001000000,00000011000000000101000001000001
1,00000011000000000101000000010001001000001,00000011000000100101000000010001
1,00000000000000000101000001010101001000001,00000000000000100101000001010101
1,00000000000000100101000000000101000000000,00000000000000000101000000000101
1,00000000000000100101000000000101001000000,00000000000000000101000000000101
1,00000000000000100101010100000000000000001,00000000000000000101010100000000
1,00000000000000000101010100000101001000001,00000000000000100101010100000101
1,00000000000000100101010100000000001000000,00000000000000000101010100000000
1,00000011000000000101010100010100001000001,00000011000000100101010100010100
1,00000011000000100101010100010001001000000,00000011000000000101010100010001
1,00000011000000100101010100010001000000001,00000011000000000101010100010001
1,00000011000000100101010101000100000000000,00000011000000000101010101000100
1,00000011000000100101010101000100001000000,00000011000000000101010101000100
1,00000011000000000101010101000001001000001,00000011000000100101010101000001
1,00000000000000000101010101010000001000001,00000000000000100101010101010000
1,00000000000000100101010101010101000000001,00000000000000000101010101010101
1,00000000000000100101010101010101001000000,00000000000000000101010101010101
1,00100010000000100101000000110101000000001,00100010000000000101000000110101
1,10000011000000000000000010011011001010110,00111001000000000011101110111001
1,11010100000010000000100010000010001000100,11000100001010000100011010100010
1,10000100000010000000100000100011011100000,10000100000010000000100000100011
1,10000100000010000000100000101001000000101,10000100000010000000100000101001
1,10000100000010000000100000101011001000101,10000100000010000000100000101011
1,10000100000010000000100000101011010000101,10000100000010000000100000101011
1,10000100000010000000100000101011011100101,10000100000010000000100000101011
1,10000100000010000000100000001011000100101,10000100000010000000100000001011
1,10000100000010000000100000001001001000101,10000100000010000000100000001001
1,10000100000010000000100000001001011000101,10000100000010000000100000001001
1,10000100000010000000100000001001010000101,10000100000010000000100000001001
1,10000100000010000000100000001001000100100,10000100000010000000100000001001
1,10000100000010000000100000101011001000100,10000100000010000000100000101011
1,10000100000010000000100000001001000000001,10000100000010000000100000001001
1,10000100000010000000100000101001011000001,10000100000010000000100000101001
1,10000100000010000000100000101001010100000,10000100000010000000100000101001
1,10000100000010000000100000101001000000000,10000100000010000000100000101001
1,10000100000010000000100000101001001000000,10000100000010000000100000101001
1,10000100000010000000100000101001001000001,10000100000010000000100000101001
1,10000100000010000000100000101011001000000,10000100000010000000100000101011
1,10000100000010000000100000001011010100001,10000100000010000000100000001011
1,10000100000010000000100000001011001000001,10000100000010000000100000001011
1,10000100000010000000100000001011000100001,10000100000010000000100000001011
1,10000100000010000000100010101001000100000,10000100000010000000100010101011
1,10000100000010000000100010100001011000101,10000100000010000000100010100001
1,00000000101010000000000000000000000000000,00000000101010100000000000000000
1,11000000000010000000000000000000000000000,11000000000011000000000000000000
1,01001000100000000000000000000000000000000,01001000100001000000000000000000
1,10001000001000000000000000000000000000000,10001000001000100000000000000000
1,10001000100010100000000000000000000000000,10001000100010000000000000000000
1,01001000001010100000000000000000000000001,01001000001011100000000000000000
1,00000000000000100000000000000000000000000,00000000000000000000000000000000
1,11000000101000100000000000000000000000000,11000000101001100000000000000000
1,00101000100000000000000000000000000000000,00101000100000100000000000000000
1,11101000100010100000000000000000000000000,11101000100011100000000000000000
1,00101000001010100000000000000000000000001,00101000001010000000000000000000
1,11101000001000000000000000000000000000001,11101000001001000000000000000000
1,10100000101000100000000000000000000000001,10100000101000000000000000000000
1,10100000000010000000000000000000000000000,10100000000010100000000000000000
1,01100000101010000000000000000000000000000,01100000101011000000000000000000
1,01100000000000100000000000000000000000000,01100000000001100000000000000000
1,00101000100000000000000001000100000000001,00101000100000010000000001000100
1,10001000001000000000000001000100000000001,10001000001000010000000001000100
1,00101000001010100000000001000100000000001,00101000001010110000000001000100
1,10001000100010100000000001000100000000001,10001000100010110000000001000100
1,10100000101000100000000001000100000000001,10100000101000110000000001000100
1,10100000000010000000000001000100000000001,10100000000010010000000001000100
1,00000000101010000000000001000100000000001,00000000101010010000000001000100
1,00000000000000100000000001000100000000001,00000000000000110000000001000100
1,01001000100010100000010001000000000000001,01001000100010110000010001000000
1,00110110010001010000000000100011000011011,00000111000100000000000010010100
1,00010100000011000000000000010001001110001,01001100000011001000000100010000
1,00110100000010000000000010000000001100101,00000100111110000110000010001010
1,01000100000010000000000010100001010100101,01000100000010000000000010100001
1,01000100000010000000000010101001001100101,01000100000010000000000010101001
1,01000100000010000000000010101011000100101,01000100000010000000000010101011
1,01000100000010000000000010101011011100101,01000100000010000000000010101011
1,01000100000010000000000010101011010000101,01000100000010000000000010101011
1,01000100000010000000000010001011010100101,01000100000010000000000010001011
1,01000100000010000000000010001001000100101,01000100000010000000000010001001
1,01000100000010000000000010001001010000101,01000100000010000000000010001001
1,01000100000010000000000010001001011100101,01000100000010000000000010001001
1,01000100000010000000000010001001010100100,01000100000010000000000010001001
1,01000100000010000000000010001011000000100,01000100000010000000000010101011
1,01000100000010000000000010001001000000001,01000100000010000000000010001001
1,01000100000010000000000010101001010100001,01000100000010000000000010101001
1,01000100000010000000000010101001001000001,01000100000010000000000010101001
1,01000100000010000000000010101001000100001,01000100000010000000000010101001
1,01000100000010000000000010101011010000001,01000100000010000000000010101011
1,01000100000010000000000010001011010000001,01000100000010000000000010001011
1,01000100000010000000000010001011010000000,01000100000010000000000010001011
1,01000100000010000000000010001011000100000,01000100000010000000000010001011
1,01000100000010000000000010001011001100000,01000100000010000000000010001011
1,01000100000010000000000010001011001000001,01000100000010000000000010001011
1,01000100000010000000000000101001001100101,01000100000010000000000000001001
1,01010101010100110000000001100010001010110,01100100010001000000000011000001
1,01100001000000000000010011000010000010011,11001010000000001000111101001001
1,01010100000001000000010001101010001100100,01110100111101001100011001000010
1,01000100000001000000010011100001000000000,01000100000001000000010011100001
1,01000100000001000000010011101001011100101,01000100000001000000010011101001
1,01000100000001000000010011101011000100101,01000100000001000000010011101011
1,01000100000001000000010011101011010000101,01000100000001000000010011101011
1,01000100000001000000010011101011011100101,01000100000001000000010011101011
1,01000100000001000000010011101011011000101,01000100000011000000010011101011
1,01000100000001000000010011001011000000101,01000100000001000000010011001011
1,01000100000001000000010011001001001100101,01000100000001000000010011001001
1,01000100000001000000010011001001011000101,01000100000001000000010011001001
1,01000100000001000000010011001001010000101,01000100000001000000010011001001
1,01000100000001000000010011001001010100101,01000100000011000000010011001001
1,01000100000001000000010011001001001000100,01000100000001000000010011101001
1,01000100000001000000010011101011001100100,01000100000001000000010011101011
1,01000100000001000000010011001011000000100,01000100000011000000010011001011
1,01000100000001000000010011001001011000001,01000100000001000000010011001001
1,01000100000001000000010011101001011100001,01000100000001000000010011101001
1,01000100000001000000010011101001011100000,01000100000001000000010011101001
1,01000100000001000000010011101001000000001,01000100000001000000010011101001
1,01000100000001000000010011101001001100000,01000100000001000000010011101001
1,01000100000001000000010011101001001000001,01000100000001000000010011101001
1,01000100000001000000010011101001001100001,01000100000011000000010011101001
1,01000100000001000000010011101011010100001,01000100000001000000010011101011
1,00000011011001000000000001100010000100001,01110010011000000000000001101000
1,00010001010011000000000000000000000000001,00010001010001000000000000000000
1,01000100010011000000000000000000000000000,01000100010001000000000000000000
1,00000000011011100000000000000000000000000,00000000011001100000000000000000
1,01010101011011100000000000000000000000000,01010101011001100000000000000000
1,01110001001011000000000000000000000000000,01110001001001000000000000000000
1,00100100001011000000000000000000000000001,00100100001001000000000000000000
1,00110101000011100000000000000000000000000,00110101000001100000000000000000
1,01100000000011100000000000000000000000001,01100000000001100000000000000000
1,01010011000011100000000000000000000000000,01010011000001100000000000000000
1,00010111001011000000000000000000000000001,00010111001001000000000000000000
1,01110111010011000000000000000000000000000,01110111010001000000000000000000
1,00110011011011100000000000000000000000001,00110011011001100000000000000000
1,00000110000011100000000000000000000000001,00000110000001100000000000000000
1,01100110011011100000000000000000000000000,01100110011001100000000000000000
1,01000010001011000000000000000000000000001,01000010001001000000000000000000
1,00100010010011000000000000000000000000000,00100010010001000000000000000000
1,01110010000011100000000000100001000000001,01110010000001100000000000100001
1,00010100000011100000000000100001000000000,00010100000001100000000000100001
1,00100111000011100000000000100001000000001,00100111000001100000000000100001
1,01000001000011100000000000100001000000000,01000001000001100000000000100001
1,01110100011011100000000000100001000000000,01110100011001100000000000100001
1,01000111011011100000000000100001000000000,01000111011001100000000000100001
1,00010010011011100000000000100001000000001,00010010011001100000000000100001
1,00100001011011100000000000100001000000001,00100001011001100000000000100001
1,00100010001010100000000000000000000000000,00100010001000100000000000000000
1,00000000000010000000000000000000000000001,00000000000000000000000000000000
1,00100010010000001000000010000000000000000,00100010010010001000000010000000
1,00000000011000101000000010000000000000001,00000000011010101000000010000000
1,00100010010011000000000000000000000000001,00100010010001000000000000000000
1,00100010001001101000000010000000000000001,00100010001011101000000010000000
1,00000000011011100000000000000000000000001,00000000011001100000000000000000
1,00000000000001001000000010000000000000001,00000000000011001000000010000000
1,01000010001011000000000000000000000000001,01000010001001000000000000000000
1,01000010010010100000000000000000000000000,01000010010000100000000000000000
1,01000010001000001000000010000000000000001,01000010001010001000000010000000
1,01000010010001101000000010000000000000000,01000010010011101000000010000000
1,01100000011010000000000000000000000000000,01100000011000000000000000000000
1,01100000011001001000000010000000000000001,01100000011011001000000010000000
1,01100000000011100000000000000000000000000,01100000000001100000000000000000
1,01100000000000101000000010000000000000001,01100000000010101000000010000000
1,01000100010011000000000000000000000000000,01000100010001000000000000000000
1,00100100001011000000000000000000000000000,00100100001001000000000000000000
1,00100100010010100000000000000000000000000,00100100010000100000000000000000
1,01000100001010100000000000000000000000000,01000100001000100000000000000000
1,01000100010000001000000010000000000000001,01000100010010001000000010000000
1,01000100001001101000000010000000000000001,01000100001011101000000010000000
1,00100100001000001000000010000000000000001,00100100001010001000000010000000
1,00100100010001101000000010000000000000001,00100100010011101000000010000000
1,01100110000010000000000000000000000000000,01100110000000000000000000000000
0,00000011000011000101000000000000000000000,00000000000011000101000000000000
0,00000000000011000101001100000000000000000,00000011000011000101001100000000
0,00000000000011000101101000000000000000000,00000001000011000101101000000000
0,00000010000011000101100100000000000000000,00000000000011000101100100000000
0,00000011000011000101110000000000000000001,00000001000011000101110000000000
0,00000000000011000101111100000000000000000,00000010000011000101111100000000
0,00000010000011000101011000000000000000000,00000000000011000101011000000000
0,00000010000011000101010100000000000000001,00000010000011000101010100000000
0,00000011000011000101000000000000100000000,00000000000011000101000000000000
0,00000000000011000101001100000000100000000,00000010000011000101001100000000
0,00000011000011000101101000000000100000000,00000001000011000101101000000000
0,00000001000011000101100100000000100000000,00000011000011000101100100000000
0,00000000000011000101110000000000100000000,00000000000011000101110000000000
0,00000011000011000101111100000000100000000,00000010000011000101111100000000
0,00000011000011000101011000000000100000000,00000000000011000101011000000000
0,00000010000011000101010100000000100000000,00000010000011000101010100000000
0,00000000000011000101100000000000100000001,00000010000011000101100000000000
0,00000011000011000101101100000000100000001,00000011000011000101101100000000
